case_key,material_key,material_title,condition_key,condition_label,protocol_path,setting_index,setting_label,candidate_index,base_fwhm,eta,peak_asymmetry,particle_size,rwp,n_peaks,ranking_score,rank
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",90,0.05,0.5,0.0,,1.4135551610828494,13,2.7135551610828497,37
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",61,0.05,0.5,0.0,,1.4143483176506468,13,2.714348317650647,38
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",56,0.05,0.5,0.0,,1.4151496507500039,13,2.715149650750004,39
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",77,0.05,0.5,0.0,,1.4151496507500039,13,2.715149650750004,40
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",2,0.05,0.5,0.0,,1.4159673247061817,13,2.715967324706182,41
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",68,0.05,0.5,0.0,,1.4159673247061817,13,2.715967324706182,42
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",67,0.05,0.5,0.0,,1.418484864623431,13,2.7184848646234308,43
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",19,0.05,0.5,0.0,,1.4202289067807163,13,2.7202289067807164,44
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",48,0.05,0.5,0.0,,1.4202289067807163,13,2.7202289067807164,45
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",22,0.05,0.5,0.0,,1.4211149667875445,13,2.7211149667875443,46
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",38,0.05,0.5,0.0,,1.4211149667875445,13,2.7211149667875443,47
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",12,0.05,0.5,0.0,,1.4229269300362841,13,2.722926930036284,48
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",0,0.05,0.5,0.0,,1.4238534181825275,13,2.723853418182528,49
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",28,0.05,0.5,0.0,,1.4247870449271318,13,2.724787044927132,50
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",45,0.05,0.5,0.0,,1.4247870449271318,13,2.724787044927132,51
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",88,0.05,0.5,0.0,,1.4266948586692225,13,2.7266948586692226,52
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",23,0.05,0.5,0.0,,1.4276688775812543,13,2.7276688775812543,53
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",95,0.05,0.5,0.0,,1.4276688775812543,13,2.7276688775812543,54
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",5,0.05,0.5,0.0,,1.4296431120720812,13,2.729643112072081,55
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",99,0.05,0.5,0.0,,1.430652432065778,13,2.730652432065778,56
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",52,0.05,0.5,0.0,,1.4316685338204744,13,2.7316685338204745,57
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",4,0.05,0.5,0.0,,1.4327017228171572,13,2.7327017228171573,58
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",11,0.05,0.5,0.0,,1.4337418477750596,13,2.7337418477750597,59
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",10,0.05,0.5,0.0,,1.4347981663412015,13,2.7347981663412018,60
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",92,0.05,0.5,0.0,,1.436941345128315,13,2.736941345128315,61
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",24,0.05,0.5,0.0,,1.4380272811496637,13,2.7380272811496638,62
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",53,0.05,0.5,0.0,,1.4380272811496637,13,2.7380272811496638,63
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",60,0.05,0.5,0.0,,1.4380272811496637,13,2.7380272811496638,64
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",59,0.05,0.5,0.0,,1.4391257193769156,13,2.739125719376916,65
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",8,0.05,0.5,0.0,,1.4402403214594135,13,2.7402403214594138,66
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",6,0.05,0.5,0.0,,1.4436432206266654,13,2.7436432206266654,67
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",16,0.05,0.5,0.0,,1.444798830473762,13,2.744798830473762,68
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",27,0.05,0.5,0.0,,1.444798830473762,13,2.744798830473762,69
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",46,0.05,0.5,0.0,,1.4459713194007446,13,2.745971319400745,70
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",30,0.05,0.5,0.0,,1.4495459380923634,13,2.7495459380923633,71
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",76,0.05,0.5,0.0,,1.4507584126409923,13,2.7507584126409923,72
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",34,0.05,0.5,0.0,,1.4519874533140649,13,2.751987453314065,73
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",51,0.05,0.5,0.0,,1.4519874533140649,13,2.751987453314065,74
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",65,0.05,0.5,0.0,,1.4519874533140649,13,2.751987453314065,75
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",84,0.05,0.5,0.0,,1.4544687744563154,13,2.754468774456315,76
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",44,0.05,0.5,0.0,,1.4557314594556523,13,2.755731459455652,77
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",97,0.05,0.5,0.0,,1.4557314594556523,13,2.755731459455652,78
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",14,0.05,0.5,0.0,,1.4570004702383563,13,2.7570004702383564,79
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",15,0.05,0.5,0.0,,1.4745203373753868,13,2.774520337375387,80
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",41,0.05,0.5,0.0,,1.4745203373753868,13,2.774520337375387,81
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",85,0.05,0.5,0.0,,1.4759425476592916,13,2.775942547659292,82
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",66,0.05,0.5,0.0,,2.0126332557189435,33,5.312633255718944,83
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",98,0.05,0.5,0.0,,2.029288695545231,33,5.329288695545231,84
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",50,0.05,0.5,0.0,,2.1356460980954313,33,5.4356460980954315,85
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",20,0.05,0.5,0.0,,2.214108290853699,33,5.514108290853699,86
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",32,0.05,0.5,0.0,,2.4490806464573813,31,5.549080646457382,87
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",58,0.05,0.5,0.0,,2.0304117775665387,49,6.930411777566539,88
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",42,0.05,0.5,0.0,,2.2201020484715106,56,7.820102048471512,89
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",49,0.05,0.5,0.0,,1.4015720742572744,79,9.301572074257274,90
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",31,0.05,0.5,0.0,,1.605425622261852,82,9.805425622261852,91
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",18,0.05,0.5,0.0,,1.5649394537581744,86,10.164939453758175,92
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",91,0.05,0.5,0.0,,1.8976313387547603,85,10.39763133875476,93
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",26,0.05,0.5,0.0,,2.072614909871371,97,11.772614909871372,94
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",3,0.05,0.5,0.0,,1.3960394691166087,104,11.796039469116609,95
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",62,0.05,0.5,0.0,,1.901204824851118,101,12.001204824851119,96
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",96,0.05,0.5,0.0,,2.107703952514776,100,12.107703952514775,97
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",81,0.05,0.5,0.0,,2.0035245336794696,102,12.20352453367947,98
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",71,0.05,0.5,0.0,,1.9251233538570005,104,12.325123353857,99
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,4,"f0.05
e0.5",25,0.05,0.5,0.0,,1.4671384499268854,109,12.367138449926886,100
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",55,0.05,0.7,0.0,,1.4083770272317584,13,2.7083770272317587,1
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",69,0.05,0.7,0.0,,1.4083770272317584,13,2.7083770272317587,2
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",75,0.05,0.7,0.0,,1.408410688926306,13,2.708410688926306,3
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",39,0.05,0.7,0.0,,1.4084963110157593,13,2.708496311015759,4
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",29,0.05,0.7,0.0,,1.4097242213324688,13,2.709724221332469,5
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",54,0.05,0.7,0.0,,1.4110989905731637,13,2.7110989905731637,6
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",35,0.05,0.7,0.0,,1.4116643368852573,13,2.7116643368852573,7
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",89,0.05,0.7,0.0,,1.4116643368852573,13,2.7116643368852573,8
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",87,0.05,0.7,0.0,,1.4119670555536425,13,2.7119670555536426,9
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",74,0.05,0.7,0.0,,1.4122808135192872,13,2.7122808135192873,10
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",94,0.05,0.7,0.0,,1.4126099788570297,13,2.7126099788570297,11
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",40,0.05,0.7,0.0,,1.4140580320673963,13,2.7140580320673964,12
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",80,0.05,0.7,0.0,,1.4161667290036872,13,2.716166729003687,13
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",82,0.05,0.7,0.0,,1.4161667290036872,13,2.716166729003687,14
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",86,0.05,0.7,0.0,,1.4161667290036872,13,2.716166729003687,15
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",36,0.05,0.7,0.0,,1.4171039680446325,13,2.7171039680446327,16
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",70,0.05,0.7,0.0,,1.4171039680446325,13,2.7171039680446327,17
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",57,0.05,0.7,0.0,,1.41758986378377,13,2.71758986378377,18
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",43,0.05,0.7,0.0,,1.4180915212175875,13,2.7180915212175876,19
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",7,0.05,0.7,0.0,,1.4186064065204926,13,2.7186064065204927,20
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",83,0.05,0.7,0.0,,1.419131638307638,13,2.719131638307638,21
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",72,0.05,0.7,0.0,,1.4191907899326854,13,2.7191907899326857,22
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",9,0.05,0.7,0.0,,1.423190778041476,13,2.7231907780414764,23
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",1,0.05,0.7,0.0,,1.423824208994337,13,2.723824208994337,24
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",64,0.05,0.7,0.0,,1.4257984977516842,13,2.7257984977516845,25
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",47,0.05,0.7,0.0,,1.4264805157426248,13,2.726480515742625,26
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",33,0.05,0.7,0.0,,1.428611006293245,13,2.728611006293245,27
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",79,0.05,0.7,0.0,,1.428611006293245,13,2.728611006293245,28
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",13,0.05,0.7,0.0,,1.4308582934363585,13,2.7308582934363583,29
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",63,0.05,0.7,0.0,,1.4308582934363585,13,2.7308582934363583,30
ceo2_crystalline__comp,ceo2_crystalline,Crystalline CeO2,comp,Comp,experimental_protocols/crystalline_CeO2_protocol_titanrtx/crystalline_CeO2_BM31_protocol_Ce4O8.pkl,5,"f0.05
e0.7",17,0.05,0.7,0.0,,1.4324193014719184,13,2.7324193014719187,31
